date,predicted_cpu_mhz
2017-01-01 12:00:00,9090.454193471925
2018-01-01 12:00:00,7597.888558058026
2019-01-01 12:00:00,6374.906240701851
2020-01-01 12:00:00,5372.81580455757
2021-01-01 12:00:00,4551.720333297881
2022-01-01 12:00:00,3878.9289877210626
2023-01-01 12:00:00,3327.655462866965
2024-01-01 12:00:00,2875.951526419164
2025-01-01 12:00:00,2505.8331786235935
2026-01-01 12:00:00,2202.5646429269755
